Signal,Metric,LSTM_results_four_opt.csv_Value,LSTM_results_combined.csv_Value,Improvement,Pct_Change
Signal_1,Timeliness_NonBH,0.1127492877492877,0.1276780626780626,0.014928774928774882,13.240682248894467
Signal_1,Sensitivity_NonBH,0.7562189054726368,0.7114427860696517,-0.04477611940298509,-5.92105263157895
Signal_1,Specificity_All,0.9803771661569828,0.9700560652395516,-0.010321100917431214,-1.0527683909539922
Signal_1,POD_All,1.0,1.0,0.0,0.0
Signal_1,Threshold_All,0.7,0.1,-0.6,-85.71428571428572
Signal_1,Sensitivity_All,0.7562189054726368,0.7114427860696517,-0.04477611940298509,-5.92105263157895
Signal_1,POD_NonBH,1.0,1.0,0.0,0.0
Signal_1,Threshold_NonBH,0.7,0.1,-0.6,-85.71428571428572
Signal_1,Timeliness_All,0.1127492877492877,0.1276780626780626,0.014928774928774882,13.240682248894467
Signal_1,Specificity_NonBH,0.9803771661569828,0.9700560652395516,-0.010321100917431214,-1.0527683909539922
Signal_10,Timeliness_NonBH,0.2019220779220779,0.2026493506493506,0.0007272727272727153,0.36017494211473555
Signal_10,Sensitivity_NonBH,0.6768802228412256,0.7047353760445683,0.027855153203342642,4.115226337448563
Signal_10,Specificity_All,0.9785831960461284,0.954124952477506,-0.024458243568622473,-2.499352499352499
Signal_10,POD_All,1.0,1.0,0.0,0.0
Signal_10,Threshold_All,0.7,0.1,-0.6,-85.71428571428572
Signal_10,Sensitivity_All,0.6768802228412256,0.7047353760445683,0.027855153203342642,4.115226337448563
Signal_10,POD_NonBH,1.0,1.0,0.0,0.0
Signal_10,Threshold_NonBH,0.7,0.1,-0.6,-85.71428571428572
Signal_10,Timeliness_All,0.2019220779220779,0.2026493506493506,0.0007272727272727153,0.36017494211473555
Signal_10,Specificity_NonBH,0.9785831960461284,0.954124952477506,-0.024458243568622473,-2.499352499352499
Signal_11,Timeliness_NonBH,0.4064444444444444,0.156,-0.25044444444444436,-61.618370694368494
Signal_11,Sensitivity_NonBH,0.5294117647058824,0.8181818181818182,0.2887700534759359,54.545454545454554
Signal_11,Specificity_All,0.972342800446484,0.9332754557856876,-0.03906734466079642,-4.017857142857162
Signal_11,POD_All,0.84,1.0,0.16000000000000003,19.04761904761905
Signal_11,Threshold_All,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_11,Sensitivity_All,0.5294117647058824,0.8181818181818182,0.2887700534759359,54.545454545454554
Signal_11,POD_NonBH,0.84,1.0,0.16000000000000003,19.04761904761905
Signal_11,Threshold_NonBH,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_11,Timeliness_All,0.4064444444444444,0.156,-0.25044444444444436,-61.618370694368494
Signal_11,Specificity_NonBH,0.972342800446484,0.9332754557856876,-0.03906734466079642,-4.017857142857162
Signal_12,Timeliness_NonBH,0.0732442332442332,0.0409058509058508,-0.0323383823383824,-44.15143814878903
Signal_12,Sensitivity_NonBH,0.6724137931034483,0.8218390804597702,0.14942528735632188,22.222222222222225
Signal_12,Specificity_All,0.9805900621118012,0.903726708074534,-0.07686335403726718,-7.838479809976258
Signal_12,POD_All,1.0,1.0,0.0,0.0
Signal_12,Threshold_All,0.85,0.05,-0.7999999999999999,-94.11764705882352
Signal_12,Sensitivity_All,0.6724137931034483,0.8218390804597702,0.14942528735632188,22.222222222222225
Signal_12,POD_NonBH,1.0,1.0,0.0,0.0
Signal_12,Threshold_NonBH,0.85,0.05,-0.7999999999999999,-94.11764705882352
Signal_12,Timeliness_All,0.0732442332442332,0.0409058509058508,-0.0323383823383824,-44.15143814878903
Signal_12,Specificity_NonBH,0.9805900621118012,0.903726708074534,-0.07686335403726718,-7.838479809976258
Signal_13,Timeliness_NonBH,0.0743019943019942,0.0725925925925925,-0.0017094017094017033,-2.3006134969325105
Signal_13,Sensitivity_NonBH,0.8130841121495327,0.7967289719626168,-0.016355140186915862,-2.01149425287356
Signal_13,Specificity_All,0.9845308105343902,0.9506520071592944,-0.033878803375095745,-3.4411115439553166
Signal_13,POD_All,1.0,1.0,0.0,0.0
Signal_13,Threshold_All,0.95,0.2,-0.75,-78.94736842105263
Signal_13,Sensitivity_All,0.8130841121495327,0.7967289719626168,-0.016355140186915862,-2.01149425287356
Signal_13,POD_NonBH,1.0,1.0,0.0,0.0
Signal_13,Threshold_NonBH,0.95,0.2,-0.75,-78.94736842105263
Signal_13,Timeliness_All,0.0743019943019942,0.0725925925925925,-0.0017094017094017033,-2.3006134969325105
Signal_13,Specificity_NonBH,0.9845308105343902,0.9506520071592944,-0.033878803375095745,-3.4411115439553166
Signal_14,Timeliness_NonBH,0.1148972323972323,0.1148972323972323,0.0,0.0
Signal_14,Sensitivity_NonBH,0.9016949152542372,0.9016949152542372,0.0,0.0
Signal_14,Specificity_All,0.9796354494028912,0.9797611565053426,0.00012570710245141115,0.012832028743756907
Signal_14,POD_All,1.0,1.0,0.0,0.0
Signal_14,Threshold_All,0.95,0.15,-0.7999999999999999,-84.21052631578947
Signal_14,Sensitivity_All,0.9016949152542372,0.9016949152542372,0.0,0.0
Signal_14,POD_NonBH,1.0,1.0,0.0,0.0
Signal_14,Threshold_NonBH,0.95,0.15,-0.7999999999999999,-84.21052631578947
Signal_14,Timeliness_All,0.1148972323972323,0.1148972323972323,0.0,0.0
Signal_14,Specificity_NonBH,0.9796354494028912,0.9797611565053426,0.00012570710245141115,0.012832028743756907
Signal_15,Timeliness_NonBH,0.2669281644281644,0.2182834757834758,-0.04864468864468863,-18.223887594963724
Signal_15,Sensitivity_NonBH,0.6804733727810651,0.7307692307692307,0.050295857988165604,7.3913043478260745
Signal_15,Specificity_All,0.9852123356926188,0.967391304347826,-0.017821031344792737,-1.8088518280949346
Signal_15,POD_All,0.88,0.96,0.07999999999999996,9.090909090909086
Signal_15,Threshold_All,0.85,0.1,-0.75,-88.23529411764706
Signal_15,Sensitivity_All,0.6804733727810651,0.7307692307692307,0.050295857988165604,7.3913043478260745
Signal_15,POD_NonBH,0.88,0.96,0.07999999999999996,9.090909090909086
Signal_15,Threshold_NonBH,0.85,0.1,-0.75,-88.23529411764706
Signal_15,Timeliness_All,0.2669281644281644,0.2182834757834758,-0.04864468864468863,-18.223887594963724
Signal_15,Specificity_NonBH,0.9852123356926188,0.967391304347826,-0.017821031344792737,-1.8088518280949346
Signal_16,Timeliness_NonBH,0.1961111111111111,0.1427777777777777,-0.0533333333333334,-27.195467422096353
Signal_16,Sensitivity_NonBH,0.7475247524752475,0.7673267326732673,0.01980198019801982,2.6490066225165587
Signal_16,Specificity_All,0.9891664542442008,0.9833035941881212,-0.005862860056079611,-0.5927071253704501
Signal_16,POD_All,0.88,1.0,0.12,13.636363636363635
Signal_16,Threshold_All,0.4999999999999999,0.05,-0.4499999999999999,-90.0
Signal_16,Sensitivity_All,0.7475247524752475,0.7673267326732673,0.01980198019801982,2.6490066225165587
Signal_16,POD_NonBH,0.88,1.0,0.12,13.636363636363635
Signal_16,Threshold_NonBH,0.4999999999999999,0.05,-0.4499999999999999,-90.0
Signal_16,Timeliness_All,0.1961111111111111,0.1427777777777777,-0.0533333333333334,-27.195467422096353
Signal_16,Specificity_NonBH,0.9891664542442008,0.9833035941881212,-0.005862860056079611,-0.5927071253704501
Signal_2,Timeliness_NonBH,0.4926153846153845,0.5610769230769231,0.06846153846153863,13.897564022485984
Signal_2,Sensitivity_NonBH,0.5209302325581395,0.4837209302325581,-0.03720930232558145,-7.142857142857154
Signal_2,Specificity_All,0.9822028624766646,0.9769757311761046,-0.005227131300559962,-0.5321844906234072
Signal_2,POD_All,0.68,0.52,-0.16000000000000003,-23.529411764705884
Signal_2,Threshold_All,0.9,0.1,-0.8,-88.8888888888889
Signal_2,Sensitivity_All,0.5209302325581395,0.4837209302325581,-0.03720930232558145,-7.142857142857154
Signal_2,POD_NonBH,0.68,0.52,-0.16000000000000003,-23.529411764705884
Signal_2,Threshold_NonBH,0.9,0.1,-0.8,-88.8888888888889
Signal_2,Timeliness_All,0.4926153846153845,0.5610769230769231,0.06846153846153863,13.897564022485984
Signal_2,Specificity_NonBH,0.9822028624766646,0.9769757311761046,-0.005227131300559962,-0.5321844906234072
Signal_3,Timeliness_NonBH,0.1385327635327635,0.1435327635327635,0.0050000000000000044,3.609254498714657
Signal_3,Sensitivity_NonBH,0.7810810810810811,0.7810810810810811,0.0,0.0
Signal_3,Specificity_All,0.9812182741116752,0.9521573604060912,-0.029060913705583946,-2.961717537506486
Signal_3,POD_All,1.0,1.0,0.0,0.0
Signal_3,Threshold_All,0.7,0.05,-0.6499999999999999,-92.85714285714285
Signal_3,Sensitivity_All,0.7810810810810811,0.7810810810810811,0.0,0.0
Signal_3,POD_NonBH,1.0,1.0,0.0,0.0
Signal_3,Threshold_NonBH,0.7,0.05,-0.6499999999999999,-92.85714285714285
Signal_3,Timeliness_All,0.1385327635327635,0.1435327635327635,0.0050000000000000044,3.609254498714657
Signal_3,Specificity_NonBH,0.9812182741116752,0.9521573604060912,-0.029060913705583946,-2.961717537506486
Signal_4,Timeliness_NonBH,0.1126153846153846,0.1667692307692307,0.054153846153846094,48.087431693989025
Signal_4,Sensitivity_NonBH,0.8664122137404581,0.8473282442748091,-0.019083969465648942,-2.2026431718061774
Signal_4,Specificity_All,0.9804707060590886,0.9678267401101652,-0.012643965948923364,-1.2895812053115403
Signal_4,POD_All,1.0,0.96,-0.040000000000000036,-4.0000000000000036
Signal_4,Threshold_All,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_4,Sensitivity_All,0.8664122137404581,0.8473282442748091,-0.019083969465648942,-2.2026431718061774
Signal_4,POD_NonBH,1.0,0.96,-0.040000000000000036,-4.0000000000000036
Signal_4,Threshold_NonBH,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_4,Timeliness_All,0.1126153846153846,0.1667692307692307,0.054153846153846094,48.087431693989025
Signal_4,Specificity_NonBH,0.9804707060590886,0.9678267401101652,-0.012643965948923364,-1.2895812053115403
Signal_5,Timeliness_NonBH,0.1694822894822894,0.1314426114426114,-0.038039678039678004,-22.44463309757984
Signal_5,Sensitivity_NonBH,0.6074074074074074,0.7283950617283951,0.12098765432098768,19.918699186991876
Signal_5,Specificity_All,0.9787125557680052,0.8963671128107075,-0.08234544295729773,-8.41364938786143
Signal_5,POD_All,1.0,1.0,0.0,0.0
Signal_5,Threshold_All,0.75,0.05,-0.7,-93.33333333333333
Signal_5,Sensitivity_All,0.6074074074074074,0.7283950617283951,0.12098765432098768,19.918699186991876
Signal_5,POD_NonBH,1.0,1.0,0.0,0.0
Signal_5,Threshold_NonBH,0.75,0.05,-0.7,-93.33333333333333
Signal_5,Timeliness_All,0.1694822894822894,0.1314426114426114,-0.038039678039678004,-22.44463309757984
Signal_5,Specificity_NonBH,0.9787125557680052,0.8963671128107075,-0.08234544295729773,-8.41364938786143
Signal_6,Timeliness_NonBH,0.3203403607056856,0.5153312693498452,0.19499090864415958,60.86991605260397
Signal_6,Sensitivity_NonBH,0.4887892376681614,0.4439461883408072,-0.04484304932735422,-9.174311926605498
Signal_6,Specificity_All,0.9784477388812756,0.9444375233586644,-0.03401021552261119,-3.475935828877006
Signal_6,POD_All,0.92,0.56,-0.36,-39.13043478260869
Signal_6,Threshold_All,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_6,Sensitivity_All,0.4887892376681614,0.4439461883408072,-0.04484304932735422,-9.174311926605498
Signal_6,POD_NonBH,0.92,0.56,-0.36,-39.13043478260869
Signal_6,Threshold_NonBH,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_6,Timeliness_All,0.3203403607056856,0.5153312693498452,0.19499090864415958,60.86991605260397
Signal_6,Specificity_NonBH,0.9784477388812756,0.9444375233586644,-0.03401021552261119,-3.475935828877006
Signal_7,Timeliness_NonBH,0.1338880026880026,0.1371803859803859,0.003292383292383294,2.4590577395164304
Signal_7,Sensitivity_NonBH,0.8284960422163589,0.8179419525065963,-0.01055408970976257,-1.273885350318476
Signal_7,Specificity_All,0.9696353703468428,0.9547706771693558,-0.014864693177486954,-1.533018867924526
Signal_7,POD_All,1.0,1.0,0.0,0.0
Signal_7,Threshold_All,0.95,0.15,-0.7999999999999999,-84.21052631578947
Signal_7,Sensitivity_All,0.8284960422163589,0.8179419525065963,-0.01055408970976257,-1.273885350318476
Signal_7,POD_NonBH,1.0,1.0,0.0,0.0
Signal_7,Threshold_NonBH,0.95,0.15,-0.7999999999999999,-84.21052631578947
Signal_7,Timeliness_All,0.1338880026880026,0.1371803859803859,0.003292383292383294,2.4590577395164304
Signal_7,Specificity_NonBH,0.9696353703468428,0.9547706771693558,-0.014864693177486954,-1.533018867924526
Signal_8,Timeliness_NonBH,0.2090618703621799,0.8636532507739938,0.6545913804118139,313.1089276479715
Signal_8,Sensitivity_NonBH,0.6428571428571429,0.0214285714285714,-0.6214285714285716,-96.66666666666669
Signal_8,Specificity_All,0.9843161856963614,1.0,0.015683814303638632,1.593371574251114
Signal_8,POD_All,0.92,0.16,-0.76,-82.6086956521739
Signal_8,Threshold_All,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_8,Sensitivity_All,0.6428571428571429,0.0214285714285714,-0.6214285714285716,-96.66666666666669
Signal_8,POD_NonBH,0.92,0.16,-0.76,-82.6086956521739
Signal_8,Threshold_NonBH,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_8,Timeliness_All,0.2090618703621799,0.8636532507739938,0.6545913804118139,313.1089276479715
Signal_8,Specificity_NonBH,0.9843161856963614,1.0,0.015683814303638632,1.593371574251114
Signal_9,Timeliness_NonBH,0.139611595834506,0.2235406698564593,0.08392907402195329,60.116119667768764
Signal_9,Sensitivity_NonBH,0.8056537102473498,0.6819787985865724,-0.12367491166077738,-15.350877192982457
Signal_9,Specificity_All,0.9806702648424752,0.8866574620308774,-0.09401280281159785,-9.586586458466659
Signal_9,POD_All,0.96,1.0,0.040000000000000036,4.1666666666666705
Signal_9,Threshold_All,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_9,Sensitivity_All,0.8056537102473498,0.6819787985865724,-0.12367491166077738,-15.350877192982457
Signal_9,POD_NonBH,0.96,1.0,0.040000000000000036,4.1666666666666705
Signal_9,Threshold_NonBH,0.95,0.05,-0.8999999999999999,-94.73684210526315
Signal_9,Timeliness_All,0.139611595834506,0.2235406698564593,0.08392907402195329,60.116119667768764
Signal_9,Specificity_NonBH,0.9806702648424752,0.8866574620308774,-0.09401280281159785,-9.586586458466659
